promise_id,promise_text,source,text
P169,"To Set up Karnataka Institute of Speech and Hearing, similar to the All India Institute of Speech and Hearing in all revenue divisions of Karnataka. ",news,"Karnataka CM Siddaramaiah presents his record 16th Budget, with an outlay of ₹4,09,549 crore - The South First"
P169,"To Set up Karnataka Institute of Speech and Hearing, similar to the All India Institute of Speech and Hearing in all revenue divisions of Karnataka. ",news,"Candidates can write the railway recruitment exam in Kannada, says Somanna - The Hindu"
P172,"To make special scheme for providing land, house and site to ex-servicemen and to exempt from House Tax, Water Tax and upto Rs.2,000 Electricity Bill for their own residences.",news,"CIDCO Lottery 2025 to offer 22,000 houses in Navi Mumbai. How to apply for the lottery online? - housing.com"
P172,"To make special scheme for providing land, house and site to ex-servicemen and to exempt from House Tax, Water Tax and upto Rs.2,000 Electricity Bill for their own residences.",news,"RGRHCL: Benefits, eligibility, beneficiary status 2025 check online - housing.com"
P175,To Create a separate Ministry to take care of the affairs of NRI Kannadigas.,news,"Pradhan Mantri Awas Yojana 2026: Beneficiaries, online, offline application - housing.com"
P175,To Create a separate Ministry to take care of the affairs of NRI Kannadigas.,news,Union Minister Pralhad Joshi felicitated by Dubai Kannada Sangha - The Hans India
P175,To Create a separate Ministry to take care of the affairs of NRI Kannadigas.,news,Karnataka govt to create separate ministry for NRI Kannadigas | Bengaluru - Hindustan Times
P177,To maintain a database of youth who are unable to secure a job within 180 days of college graduation. To provide an 'Unemployment Allowance' of Rs. 3000 per month to all registered graduates and Rs.1500/- to Diploma holders - YUVANIDHI,news,Fear of dole loss keeps youth from Yuva Nidhi skill courses in Karnataka - The Times of India
P177,To maintain a database of youth who are unable to secure a job within 180 days of college graduation. To provide an 'Unemployment Allowance' of Rs. 3000 per month to all registered graduates and Rs.1500/- to Diploma holders - YUVANIDHI,news,"Yuva Nidhi Scheme Karnataka: Eligibility, Registration, How To Apply Online, Benefits - ClearTax"
P179,To provide free bus passes and train tickets to the candidates taking up competitive examinations.,news,"Mumbai civic polls: Mahayuti releases manifesto, promises bus concessions for women among other benefits - The Hindu"
P179,To provide free bus passes and train tickets to the candidates taking up competitive examinations.,news,RRB NTPC 2025 stage 1 CBT exam rescheduled again: Check new dates here - The Times of India
P180,To ensure 80% in jobs in Karnataka to local people in both Public and Private,news,"Corporates in Gujarat Defy Local Jobs Policy, RTI Finds - Frontline Magazine"
P180,To ensure 80% in jobs in Karnataka to local people in both Public and Private,news,"10 years on, special status a mixed bag for Kalyana Karnataka - The Times of India"
P180,To ensure 80% in jobs in Karnataka to local people in both Public and Private,news,"Karnataka jobs reservation for Kannadigas: India Inc says move 'discriminatory', calls for it to be junked - The Economic Times"
P180,To ensure 80% in jobs in Karnataka to local people in both Public and Private,news,Reserve jobs for Tamils in Tamil Nadu as promised: Anbumani - The Hindu
P180,To ensure 80% in jobs in Karnataka to local people in both Public and Private,news,Karnataka's 70% jobs quota for locals faces criticism; phenomenon not limited to the state - The Economic Times
P181,To Constitute a Youth Commission to facilitate the overall development of youth,news,Strengthening Panchayati Raj Institutions in India - Drishti IAS
P182,To allot Rs.2000 crores per year for sports.,news,Will change landscape of Kalaburagi in the next two-and-a-half years: Karnataka Minister - The Hindu
P182,To allot Rs.2000 crores per year for sports.,news,Delhi Plugs Into EV 2.0 With PM E-Drive - The Times of India
P182,To allot Rs.2000 crores per year for sports.,news,Karnataka Budget 2025: Key takeaways - Deccan Herald
P182,To allot Rs.2000 crores per year for sports.,news,"Centre denies funds for MP’s Jal Jeevan Mission: State govt to allocate ₹9,026 crore for completing over 8,... - Bhaskar English"
P182,To allot Rs.2000 crores per year for sports.,news,"Karnataka eyes Rs 2,000 crore boost in CSR funds for transforming govt schools - The Indian Express"
P183,"To start an exclusive Sports University in Mysuru and make Karnataka a World-Class sports hub. And, to build an International Sports Complex in Mysuru exclusively for traditional sports.",news,Godrej Brings Smart Lock Demos to Mysore Retail Hub - Indian Retailer
P184,"To identify 1,000 budding Sports talents every year from across the state and provide them financial assistance. ",news,‘Work near home’ project to be extended to 200 centres next year - The Times of India
P184,"To identify 1,000 budding Sports talents every year from across the state and provide them financial assistance. ",news,Bihar CM expands self-help allowance scheme to cover unemployed young graduates - The Hindu
P184,"To identify 1,000 budding Sports talents every year from across the state and provide them financial assistance. ",news,Budget 2026–27 Full Speech: Read the complete text of FM Nirmala Sitharaman’s address - The Financial Express
P184,"To identify 1,000 budding Sports talents every year from across the state and provide them financial assistance. ",news,Maharashtra NMMS result 2026 out; MSCE Pune releases Class 8 scholarship merit list at 2026.mscenmms.in - The Times of India
P184,"To identify 1,000 budding Sports talents every year from across the state and provide them financial assistance. ",news,Sports sector bats for access & infra - The Times of India
P195,"To aid and strengthen minority languages like Pali, Prakrit, Tulu, Konkani, Kodava, Byari, and Urdu.",news,"BJP’s narrative on Rs 100 crore grant for Urdu is misleading, communal: Siddaramaiah - The Times of India"
P198,To create a freedom memorial and theme park at Belgavi to commemorate the 1924 Congress Session- [the session presided over by Mahatma Gandhil.,news,Gandhi Bharat event in Belagavi to garner national attention - The Times of India
P198,To create a freedom memorial and theme park at Belgavi to commemorate the 1924 Congress Session- [the session presided over by Mahatma Gandhil.,news,Mahatma Swachh Bharat: ‘Born in year Gandhi died… cleaning all my life’ - The Indian Express
P199,To Set up Festival Authority of Karnataka.,news,Karnataka government holiday list 2026 released: Full list of general and restricted holidays for state go - The Economic Times
P199,To Set up Festival Authority of Karnataka.,news,State mulls new sandbox plan for tech startups but industry veterans sceptical - The Times of India
P199,To Set up Festival Authority of Karnataka.,news,Dasara symbolises women’s pride and strength: Karnataka Minister - The Hindu
P199,To Set up Festival Authority of Karnataka.,news,All about Karnataka’s auto land conversion plan: What the reform means for homebuyers and Bengaluru real estate market | Real Estate News - Hindustan Times
P199,To Set up Festival Authority of Karnataka.,news,Mysuru Dasara 2025: MCC Launches Rs 9.48 Cr Civil Works Ahead of Festivities - Deccan Herald
P214,To provide Rs. 1 crore grant for the development of the unique Kodava Culture.,news,Why is the Karnataka government giving priority to Urdu over Kannada? State language is neglected while Siddaramaiah tries to divert the truth - HinduPost
P214,To provide Rs. 1 crore grant for the development of the unique Kodava Culture.,news,Karnataka Interim Budget 2024-25: Key Highlights - Oneindia
P214,To provide Rs. 1 crore grant for the development of the unique Kodava Culture.,news,"Kodava Heritage Centre to be Kodagu’s window to the world, hence a rich asset - starofmysore.com"
P216,To increase monthly grants to Muzarai temples.,news,Archakas’ federation demands increase in thasthik in Karnataka - The Hindu
P216,To increase monthly grants to Muzarai temples.,news,Temple priests urge Governor Thaawarchand Gehlot to approve muzrai reforms - The New Indian Express
P216,To increase monthly grants to Muzarai temples.,news,Karnataka Government Notifies Order Prohibiting Use Of Temple Funds For Non-Hindu Religious Institutions - Swarajyamag
P216,To increase monthly grants to Muzarai temples.,news,Temple priests outraged as guv returns welfare bill twice - The Times of India
P216,To increase monthly grants to Muzarai temples.,news,Karnataka government to directly pay salaries of temple employees - The Hindu
P221,"To reserve Rs.5,000 Crores every year for the infrastructure development of Kalyana Karnataka.",news,Special cabinet meeting OKs Rs 11k-crore package for Kalyana-Karnataka region - The Times of India
P221,"To reserve Rs.5,000 Crores every year for the infrastructure development of Kalyana Karnataka.",news,"Karnataka government allocates Rs 5,000 crore for Kalyana Karnataka region development - The New Indian Express"
P221,"To reserve Rs.5,000 Crores every year for the infrastructure development of Kalyana Karnataka.",news,"Karnataka CM Proposes ₹ 5,000 Crore Schemes for Kalyana Karnataka Region - Deccan Chronicle"
P221,"To reserve Rs.5,000 Crores every year for the infrastructure development of Kalyana Karnataka.",news,'Arogya Avishkara' scheme launched to strengthen healthcare services in backward Kalyana Karnataka region - Social News XYZ
P221,"To reserve Rs.5,000 Crores every year for the infrastructure development of Kalyana Karnataka.",news,"Kalaburagi to be developed into smart city with Rs 1,685 cr investment: Karnataka CM Siddaramaiah - The Economic Times"
P222,To establish a textile park at Bellary with an investment of rs. 5000 Cr.,news,"Kalaburagi to be developed into smart city with Rs 1,685 cr investment: Karnataka CM Siddaramaiah - The Economic Times"
P222,To establish a textile park at Bellary with an investment of rs. 5000 Cr.,news,Karnataka Budget: New textile policy aims to create 2 lakh jobs - Moneycontrol.com
P222,To establish a textile park at Bellary with an investment of rs. 5000 Cr.,news,Committed to development of region”: Karnataka CM Siddaramaiah on Kalyana Karnataka Utsav - Country and Politics
P222,To establish a textile park at Bellary with an investment of rs. 5000 Cr.,news,Overview of Karnataka Budget 2023-24 - NammaKPSC
P223,To provide special package for de-silting of Tungabhadra Dam,news,"Karnataka Budget 2026: Navali Balancing Reservoir mentioned, but project remains on paper - The Hindu"
P223,To provide special package for de-silting of Tungabhadra Dam,news,"2025: Silt accumulation in Indian Dams: Reducing entry of silt is the only viable option - South Asia Network on Dams, Rivers and People"
P223,To provide special package for de-silting of Tungabhadra Dam,news,"After 10-yr delay, Karnataka govt to begin constructing Tungabhadra balancing dam - The News Minute"
P223,To provide special package for de-silting of Tungabhadra Dam,news,Karnataka Dams Silt: Storage Shrinking Due to Silt Build-up - Deccan Herald
P223,To provide special package for de-silting of Tungabhadra Dam,news,Karnataka pressurises AP for supplementary reservoir across Tungabhadra - Deccan Chronicle
P224,To grant ®1 crore to every gram panchayat for taking up development projects,news,"Karnataka fears Rs 5,000 crore grant cut under new jobs scheme - The Times of India"
P224,To grant ®1 crore to every gram panchayat for taking up development projects,news,How to fill Pradhan Mantri Awas Yojana form online and offline? - housing.com
P224,To grant ®1 crore to every gram panchayat for taking up development projects,news,Strengthening Panchayati Raj Institutions in India - Drishti IAS
P224,To grant ®1 crore to every gram panchayat for taking up development projects,news,"RGRHCL: Benefits, eligibility, beneficiary status 2025 check online - housing.com"
P224,To grant ®1 crore to every gram panchayat for taking up development projects,news,"Karnataka to set up 6,500 public and 5,000 nursery schools: Minister - The Hindu"
P226,To fill up of all vacancies including back log vacancies in Kalayana Karnataka Region within a year of forming the Government by Congress Party.,news,"Finally, a State Education Policy for Karnataka, but yet to be implemented - The Hindu"
P226,To fill up of all vacancies including back log vacancies in Kalayana Karnataka Region within a year of forming the Government by Congress Party.,news,Govind Rao panel to assess development in Kalyana Karnataka region next month - The Hindu
P226,To fill up of all vacancies including back log vacancies in Kalayana Karnataka Region within a year of forming the Government by Congress Party.,news,Congress releases 10-point plan ahead of Karnataka assembly election | Bengaluru - Hindustan Times
P226,To fill up of all vacancies including back log vacancies in Kalayana Karnataka Region within a year of forming the Government by Congress Party.,news,CPI State-level conference passes 11 resolutions - The Hindu
P226,To fill up of all vacancies including back log vacancies in Kalayana Karnataka Region within a year of forming the Government by Congress Party.,news,"Article 371(J) is Kharge’s gift to Kalyana Karnataka, says Deputy Chief Minister D.K. Shivakumar - The Hindu"
P228,To build 2500 new classrooms and fill up all vacancies of teachers.,news,"Karnataka Budget 2026-27: Social media ban, IIT-level university in Bengaluru - Careers360"
P228,To build 2500 new classrooms and fill up all vacancies of teachers.,news,Haryana govt school students turn classrooms into startup labs - The Times of India
P228,To build 2500 new classrooms and fill up all vacancies of teachers.,news,'Schools built under CSR may be named after firms': CM Siddaramaiah - The New Indian Express
P228,To build 2500 new classrooms and fill up all vacancies of teachers.,news,"Karnataka budget 2025: Govt to start 500 new public schools at Rs 2,500 crore - The News Minute"
P228,To build 2500 new classrooms and fill up all vacancies of teachers.,news,Karnataka Budget 2025: Key takeaways - Deccan Herald
P231,To form 'Mahadayi Irrigation Development Corporation exclusively for the region.,news,"A slew of projects remain pending, moving at a snail’s pace across Karnataka - The New Indian Express"
P233,To set up one 'pulses and dal procurement centre’ in every district.,news,District task force clears procurement of toor dal under MSP in Kalaburagi - The Hindu
P233,To set up one 'pulses and dal procurement centre’ in every district.,news,'Delay pushing farmers to distress': Karnataka CM Siddaramaiah urges PM Narendra Modi to approve immediat - The Times of India
P233,To set up one 'pulses and dal procurement centre’ in every district.,news,India’s Mission for Aatmanirbharta in Pulses - पीआईबी
P233,To set up one 'pulses and dal procurement centre’ in every district.,news,Mid-Day Meal Scheme: Objectives and Features - Vajiram & Ravi
P233,To set up one 'pulses and dal procurement centre’ in every district.,news,"Register for tur procurement, farmers urged - The Times of India"
P238,To review Kasturi Rangan Report and to frame New Western Ghat Policy for Forest and Environmental protection.,news,Western Ghats Eco-Sensitive Area - Drishti IAS
P238,To review Kasturi Rangan Report and to frame New Western Ghat Policy for Forest and Environmental protection.,news,"How Modi Govt Gave Early Permissions For Rs 19,000-Cr Adani Energy Projects In India’s Oldest Forests - article-14.com"
P238,To review Kasturi Rangan Report and to frame New Western Ghat Policy for Forest and Environmental protection.,news,Kasturirangan report: Breather for Karnataka as Centre orders physical land survey - The Federal
P238,To review Kasturi Rangan Report and to frame New Western Ghat Policy for Forest and Environmental protection.,news,Explained: Why implementation of the recommendations of Kasturirangan Committee in Western Ghats is important - The Indian Express
P238,To review Kasturi Rangan Report and to frame New Western Ghat Policy for Forest and Environmental protection.,news,"Karnataka is ignoring Western Ghats UNESCO tag and 6 central notices—to build, build, build - ThePrint"
P240,To make Mangaluru internationally competitive IT centre to increase employment opportunities and establish an IT Park.,news,"State plans technology park in Mangaluru to meet working capacity of 3,500 people, says Priyank Kharge - The Hindu"
P240,To make Mangaluru internationally competitive IT centre to increase employment opportunities and establish an IT Park.,news,"Karnataka Budget 2025-26: AI, Deep Tech, and Semiconductor Push Unlocks Major Business Opportunities - Elets Technomedia"
P240,To make Mangaluru internationally competitive IT centre to increase employment opportunities and establish an IT Park.,news,Karnataka Budget 2025: Key takeaways - Deccan Herald
P240,To make Mangaluru internationally competitive IT centre to increase employment opportunities and establish an IT Park.,news,Investing in India’s IT Sector: Opportunities for Foreign Companies - India Briefing
P240,To make Mangaluru internationally competitive IT centre to increase employment opportunities and establish an IT Park.,news,"Tamil Nadu, Karnataka, among 7 States to get textile parks - The Hindu"
P244,To provide a Permanent dredging Machine to Mangaluru Fisheries Port,news,Coastal legislators seek higher budget allocation for integrated development - The Hans India
P245,"To set up two Fish Processing Parks in each of the coastal districts (Uttara Kannada, Dakshina Kannada and Udupi) and to set up required number of cold storage units to store marine products.",news,Karnataka: Power Crisis Takes a Toll on Fishermen; ice Production Hits All-Time Low - newsclick.in
P246,To construct new ring road to Mandya.,news,"Court cannot examine correctness of route for metro line, says Karnataka HC - The Hindu"
P246,To construct new ring road to Mandya.,news,"Chennai to Mysore bullet train route, stations and real estate impact - housing.com"
P246,To construct new ring road to Mandya.,news,How to register for MUDA e-auction in Mysore? - housing.com
P246,To construct new ring road to Mandya.,news,Mandya minister calls for comprehensive city development plan - The Times of India
P246,To construct new ring road to Mandya.,news,"Urban Transit Boost: Shivakumar Seeks ₹1.5 Lakh Cr for Bengaluru RRTS Lines, Tunnel Road - Deccan Herald"
P247,To invest Rs.5000 crores for the overall development of Mysuru Karnataka.,news,Union Budget’s City Economic Regions plan offers Karnataka’s tier-2 cities a way out of Bengaluru’s shado - The Times of India
P247,To invest Rs.5000 crores for the overall development of Mysuru Karnataka.,news,DK Shivakumar pitches Bengaluru as global tech hub with Rs 1 lakh crore infra plan - The Federal
P247,To invest Rs.5000 crores for the overall development of Mysuru Karnataka.,news,"Bengaluru set for massive infrastructure overhaul; Sky-deck, airport, AI-city and much more - The Financial Express"
P247,To invest Rs.5000 crores for the overall development of Mysuru Karnataka.,news,"Karnataka tech push: New IT policy rolled out; Rs 50,000 perk for firms moving talent beyond Bengaluru - The Times of India"
P247,To invest Rs.5000 crores for the overall development of Mysuru Karnataka.,news,"Mandya dist secured over Rs 10,000 crore for development work: Minister - The Times of India"
P248,To rejuvenate Mysugar Factory and to plan and establish new sugar factories in Mandya,news,200 acres available for Brindavan Gardens upgradation project: Karnataka Deputy CM - The Hindu
P248,To rejuvenate Mysugar Factory and to plan and establish new sugar factories in Mandya,news,Sweetener for sugar factories: Govt may call for tenders in a month - The New Indian Express
P248,To rejuvenate Mysugar Factory and to plan and establish new sugar factories in Mandya,news,Mysuru: Operations resume at Mysugar factory after four years - The Times of India
P248,To rejuvenate Mysugar Factory and to plan and establish new sugar factories in Mandya,news,‘MySUGAR’ on the brink of closure By Nagaiah Lalanakere - starofmysore.com
P250,"To start an exclusive Sports University in Mysuru and make it as a World-Class sports hub. And, to build an International Sports Complex in Mysuru.",news,‘Khelo India’ boost for Mandya as Centre okays multi-purpose sports facility - The Hindu
P250,"To start an exclusive Sports University in Mysuru and make it as a World-Class sports hub. And, to build an International Sports Complex in Mysuru.",news,"Bengaluru’s big leap into global sports: India’s 2nd largest international cricket stadium coming up in Anekal; Rs 2,350 crore mega project on 75 acres, 80,000 seats with multi-event venue; OC exemptions extended statewide - The Times of India"
P250,"To start an exclusive Sports University in Mysuru and make it as a World-Class sports hub. And, to build an International Sports Complex in Mysuru.",news,Mysuru to get multidisciplinary sports complex with velodrome and academies - The Times of India
P250,"To start an exclusive Sports University in Mysuru and make it as a World-Class sports hub. And, to build an International Sports Complex in Mysuru.",news,Karnataka Budget | CM Siddaramaiah announces slew of projects for Mysuru - Deccan Herald
P250,"To start an exclusive Sports University in Mysuru and make it as a World-Class sports hub. And, to build an International Sports Complex in Mysuru.",news,CM Revanth Reddy seeks Rs 100 crore Centre grant to boost sports infrastructure in Telangana; eyes hostin - The Times of India
P251,"To enact a comprehensive legislation exclusively for the management of BBMP bringing all service providers such as Water Supply and sewage, transport, housing, power and development authorities, under a single agency",news,Congress manifesto’s promise of new BBMP law likely to delay civic polls in Bengaluru - The Hindu
P251,"To enact a comprehensive legislation exclusively for the management of BBMP bringing all service providers such as Water Supply and sewage, transport, housing, power and development authorities, under a single agency",news,"BJP promises State Capital Region in Bengaluru, but how will that help? - The News Minute"
P251,"To enact a comprehensive legislation exclusively for the management of BBMP bringing all service providers such as Water Supply and sewage, transport, housing, power and development authorities, under a single agency",news,Will public transport fare hike trigger more traffic chaos in Bengaluru? - Moneycontrol.com
P252,"To construct North South, South-east long elevated flyovers with necessary wings ease the traffic.",news,Karnataka Assembly polls 2023: What the manifestos of national parties promise - Citizen Matters
P253,"To get all pending metro projects completed under Phase 2, Phase 2A, Phase 2B within one year of coming to power. To strive to get approval and completion of Phase 3 and Phase 4 in the next five years and to extend Metro upon Tumkuru, Vasanta Narasapura Industrial Hub. ",news,Is Bengaluru’s Metro Phase 2 almost ready? Here’s a progress report - Citizen Matters
P253,"To get all pending metro projects completed under Phase 2, Phase 2A, Phase 2B within one year of coming to power. To strive to get approval and completion of Phase 3 and Phase 4 in the next five years and to extend Metro upon Tumkuru, Vasanta Narasapura Industrial Hub. ",news,"Bengaluru Could Boast Of Nearly 400 km Of Metro, Suburban Rail Network By 2030 As Union Govt Approves Namma Metro Phase 3 - Swarajyamag"
P253,"To get all pending metro projects completed under Phase 2, Phase 2A, Phase 2B within one year of coming to power. To strive to get approval and completion of Phase 3 and Phase 4 in the next five years and to extend Metro upon Tumkuru, Vasanta Narasapura Industrial Hub. ",news,"Layoff Tracker: Gossamer, BiomX Reveal Hefty Staff Cuts - BioSpace"
P253,"To get all pending metro projects completed under Phase 2, Phase 2A, Phase 2B within one year of coming to power. To strive to get approval and completion of Phase 3 and Phase 4 in the next five years and to extend Metro upon Tumkuru, Vasanta Narasapura Industrial Hub. ",news,Explainer: Know your rights if BMRCL wants your land or home to make way for the Metro - Citizen Matters
P253,"To get all pending metro projects completed under Phase 2, Phase 2A, Phase 2B within one year of coming to power. To strive to get approval and completion of Phase 3 and Phase 4 in the next five years and to extend Metro upon Tumkuru, Vasanta Narasapura Industrial Hub. ",news,"Namma Metro Updates: Trials Begin On Baiyappanahalli-Whitefield Line, ORR-Airport Metro Phase 2A To Open In Jun 2025, 2B In Sep 2025 - Swarajyamag"
P254,To establish Mega Bengaluru Planning Committee.,news,"The Greater Bengaluru Governance Act, 2024: Recasting Tools of Decision-Making in the Megacity - orfonline.org"
P254,To establish Mega Bengaluru Planning Committee.,news,Left student organisations condemn KPS magnet scheme - The Hindu
P254,To establish Mega Bengaluru Planning Committee.,news,State moves to build 24k-acre industrial land bank near Bengaluru to attract investors - The Times of India
P254,To establish Mega Bengaluru Planning Committee.,news,"Bengaluru’s biggest upgrade ever? Karnataka unveils Rs 1 lakh crore plan with mega tunnels, double-decker - The Economic Times"
P254,To establish Mega Bengaluru Planning Committee.,news,Farmers rise in protest against massive land acquisition plan - The Hans India
P255,Construction of tunnel roads in CBD area to decongest traffic on PPP Model,news,Karnataka Assembly polls 2023: What the manifestos of national parties promise - Citizen Matters
P257,To bring out a new Policy to develop the residential and commercial infrastructure around the outer ring roads.,news,"Bangalore Metro map, route, stations and upcoming lines 2026 - housing.com"
P257,To bring out a new Policy to develop the residential and commercial infrastructure around the outer ring roads.,news,"Bengaluru's Mega Makeover? Karnataka Govt Unveils Rs 1 Lakh Crore Plan With AI City, New Airport - NDTV Profit"
P257,To bring out a new Policy to develop the residential and commercial infrastructure around the outer ring roads.,news,Building Bengaluru 2.0: City bets whopping Rs 1.5 lakh crore on its infrastructure - The Times of India
P257,To bring out a new Policy to develop the residential and commercial infrastructure around the outer ring roads.,news,9000 Acres Within Hyderabad ORR Set To Be Unlocked As Telangana Govt Brings Policy To Convert Industrial Land For Multi-Purpose Development - Swarajyamag
P257,To bring out a new Policy to develop the residential and commercial infrastructure around the outer ring roads.,news,No congestion tax in Bengaluru. DK Shivakumar says infra projects will ease traffic - India Today
P259,"To create a system for seamless integration of Namma Metro, Suburban Rail",news,"Karnataka floats tender to hire consultant to implement ‘One Nation, One Card’ for state-run buses - Moneycontrol.com"
P259,"To create a system for seamless integration of Namma Metro, Suburban Rail",news,Bengaluru Sub-Urban Rail Project: A new era of Advance Transport System - Metro Rail News
P259,"To create a system for seamless integration of Namma Metro, Suburban Rail",news,DPR work starts for proposed Bengaluru–Tumakuru metro line - The Hindu
P259,"To create a system for seamless integration of Namma Metro, Suburban Rail",news,The Tunnel To Nowhere? Decoding The Infra Tussle Between Tejasvi Surya And DK Shivakumar - Swarajyamag
P259,"To create a system for seamless integration of Namma Metro, Suburban Rail",news,"Bangalore Metro Purple Line: Stations, route, map and timings 2025 - housing.com"
P260,Projects and Public Transportation Systems named after Puttanna Chettty.,news,Bengaluru Suburban Rail Project: A Progress Amidst Uncertainties - Metro Rail News
P260,Projects and Public Transportation Systems named after Puttanna Chettty.,news,Why Karnataka govt’s flawed decisions are adding to Bengaluru’s traffic crisis - Moneycontrol.com
P261,"To constitute a 'Maha Bengaluru Samsthan' involving urban governance experts, industrialists, economists, and environmentalists to help BBMP revive the lost glory of Bengaluru through its administration.",news,"BJP promises State Capital Region in Bengaluru, but how will that help? - The News Minute"
P263,To introduce e-rickshaws to improve first-mile and last-mile connectivity in the city of Bengaluru.,news,DMRC ties up with Bharat Taxi for stronger last-mile travel - The Hindu
P263,To introduce e-rickshaws to improve first-mile and last-mile connectivity in the city of Bengaluru.,news,Bengaluru to get ‘one city-one mobility card’; Karnataka aims to ease congestion by March 2026 - Moneycontrol.com
P263,To introduce e-rickshaws to improve first-mile and last-mile connectivity in the city of Bengaluru.,news,A Proposed Roadmap to Enhance Last-Mile Connectivity in India’s Metro Rail Transit Systems - orfonline.org
P263,To introduce e-rickshaws to improve first-mile and last-mile connectivity in the city of Bengaluru.,news,Beyond Bus Fare Subsidy Schemes: Tracing Urban Women’s Access to Gender-Responsive Mobility - Indiaspend
P263,To introduce e-rickshaws to improve first-mile and last-mile connectivity in the city of Bengaluru.,news,"For last-mile connect, 500 smaller-than-feeder buses - The Times of India"
P264,To install public charging/ battery swapping points at every metro station and bus stands to provide charging infrastructure.,news,Charging Infrastructure: The Missing Link in India’s EVs Transition - orfonline.org
P264,To install public charging/ battery swapping points at every metro station and bus stands to provide charging infrastructure.,news,"Govt Clarifies EV Charging Infrastructure Incentives, Ongoing Schemes to Promote EV Manufacturing - ACKO Drive"
P264,To install public charging/ battery swapping points at every metro station and bus stands to provide charging infrastructure.,news,Government rolls out 100% subsidy for EV charging infrastructure under PM E-Drive - The Hindu
P264,To install public charging/ battery swapping points at every metro station and bus stands to provide charging infrastructure.,news,Revving Up: Growing focus on EV charging infrastructure - Indian Infrastructure Magazine
P264,To install public charging/ battery swapping points at every metro station and bus stands to provide charging infrastructure.,news,PM E-DRIVE Scheme Boosts EV Charging Infrastructure - GK Today
P265,To provide free bus passes to BBMP pourakarmikas.,news,Free bus travel for women: Karnataka needs to quickly add buses to cater to spike in demand - Moneycontrol.com
P265,To provide free bus passes to BBMP pourakarmikas.,news,"As Karnataka govt pushes new bus pass offer, unorganised sector feels ignored - The Times of India"
P265,To provide free bus passes to BBMP pourakarmikas.,news,Karnataka Assembly polls 2023: What the manifestos of national parties promise - Citizen Matters
P265,To provide free bus passes to BBMP pourakarmikas.,news,BBMP Budget 2025-26 | Highlights - Deccan Herald
P265,To provide free bus passes to BBMP pourakarmikas.,news,"On Labour Day, 4k pourakarmikas get permanent jobs; Rs 39k per month salary - The Times of India"
P266,To complete the peripheral ring road and outer ring road projects on a priority basis to ease traffic congestion in the city.,news,Karnataka Assembly polls 2023: What the manifestos of national parties promise - Citizen Matters
P266,To complete the peripheral ring road and outer ring road projects on a priority basis to ease traffic congestion in the city.,news,BBC To Connect Tumakuru To Hosur: How Bengaluru’s Peripheral Ring Road Will Ease Business & Traffic - News18
P266,To complete the peripheral ring road and outer ring road projects on a priority basis to ease traffic congestion in the city.,news,Karnataka Budget 2025: Key takeaways - Deccan Herald
P266,To complete the peripheral ring road and outer ring road projects on a priority basis to ease traffic congestion in the city.,news,'Brand Bengaluru' caught between DK Shivakumar’s vanity projects and city's crumbling infra - Moneycontrol.com
P266,To complete the peripheral ring road and outer ring road projects on a priority basis to ease traffic congestion in the city.,news,"Bengaluru Tunnel Road Won’t End Traffic Woes, Move People, Not Vehicles: Tejasvi Surya To Shivakumar - News18"